Date	Tweet
2020-06-09 15:25:30+00:00	NEWARK RESIDENTS: COME OUT FOR FREE TESTING! Testing for today ends at 3:00PM, so be sure to make the effort to get tested! #CallYourDoctorDay #StopTheSpread #COVID19 #tuesdaytesting #tuesdaymood… https://www.instagram.com/p/CBOCM3Kltrz/?igshid=1opbzrzbnbecl
2020-06-09 15:08:42+00:00	Yes to this and your Gardner's Basin tweet! Some level of pedestrianization and slow streets isn't nearly as crazy as people think, and outdoor dining is key during #COVID19. Alleviates pressure from the boardwalk too. Slow streets are so calm too. 
2020-06-09 14:51:01+00:00	My world, hoping this is a very short lived series (a bit surprising how many #abandoned #masks I’ve seen). #mask #coronavirus #covid #covid19 #sequester #coronaviruspandemic at west side of 2nd Avenue north of 69th… https://www.instagram.com/p/CBN-QSiFCUc/?igshid=1qp7mv5vnrzwa
2020-06-09 14:27:16+00:00	Yesterday, I recorded a podcast w my friends at @withoutbait &amp; @sorgatronmedia! We talked about the zeitgeist of #NewYorkCity at the height of the #coronavirus pandemic and #GeorgeFloydProtests. Stay tuned for the release! #NewYorkTough #NYC #Brooklyn #COVID19 #COVID
2020-06-09 12:57:28+00:00	Help Feed The Hungry Demand for food in NYC has never been higher, but volunteer turnout for crucial orgs like Meals on Wheels is lower than ever. Sign up now to make sure your neighbors don't go hungry. Spread the word. https://inittogether.nyc #covid19 #nyc #inittogether
2020-06-09 10:12:21+00:00	I’m helping to fight #COVID19 – We only need 17 more people on the app to get a COVID estimate for Essex County. Please help by taking 1 min daily to report how you feel. You also get an estimate of COVID in your area. Download the app 
2020-06-09 04:21:59+00:00	When do epidemiologists say they expect to do these activities in their personal lives again? #covid19 #HighRiskCovid19 #QuarantineLife day 96
2020-06-09 02:24:19+00:00	#repost @TikkaIndian ・・・ Thank you Chef MD Shamim for creating this wonderful lunch for our hero’s at @mountsinainyc @MtSinaiQueens today! #feedingthefrontline #covid19 #donation #tikkamasala #tikkaindiangrill… https://www.instagram.com/p/CBMozGXD0CG/?igshid=qi4kt068bltv
2020-06-09 01:19:39+00:00	Meet “Laverne”! She does my books too. #woohoo #guitar #covid19 #myclam #music #glee #homeworkout #homegym #homeoffice #taxeseason #pinky #pink #mypinkguitar #proud #rubennavarronyc #newyorkcity #insta #instagood… https://www.instagram.com/p/CBMhZofDbKD/?igshid=1y0mwuxzirx05
2020-06-09 00:28:05+00:00	Seems like the #KPOP stans could cure #COVID19 if they each gave 2 minutes of their time 
2020-06-09 00:23:30+00:00	Camp ADIS ABABA #afrobeat #lyrics #culture #mindpower #jazzmusic #socialdistancing #quarantine #lockdown #lockdown2020 #lockdownlife #covid19 #monkish #zen #tent #outdoors #allthetime @New York City, N.Y. https://www.instagram.com/p/CBMa-YGg-KZ/?igshid=xj8459stuy0v
2020-06-08 22:59:37+00:00	I appreciate the sentiment, but it’s a little weird when ppl like @drsanjaygupta continue to say “we’re going to get through this” about #COVID19. 110k ppl in haven’t gotten through it.... and that number will go up.
2020-06-08 21:05:59+00:00	This is why we stand at our balcony every night at 7 pm & to salute #COVID19 frontline workers such as @Craig_A_Spencer &amp; his colleagues. Please watch.
2020-06-08 21:00:03+00:00	Just in case anyone thinks this pandemic is over: Yesterday's new #COVID19 cases reached a record all time high! Looks like as a world we haven't even peaked yet. It might be getting in some places, but remember, we are a global community. https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200607-covid-19-sitrep-139.pdf
2020-06-08 18:37:23+00:00	As #phase1 of the reopening in #NYC starts today a big thank you to all the #Doctors in #NYC and everywhere, they put their lives at risk for us during this tough challenging time. Some of #Saudi doctors that said: we are in this together #COVID19 #كورونا
2020-06-08 17:08:07+00:00	Proud with our women peacekeepers in #MONUSCO Keep working to nurture peace &amp; keep community safe from #COVID19 #IniDiplomasi #IndonesianWay
2020-06-08 15:54:37+00:00	NYC enters phase one of the corona virus reopening. Wear a mask at all times. “It’s about we, not me”. #nyc #newyorkcity #COVID19 #makeamericagreatagain4allofus @amNewYork @yourtake @agreatbigcity @NYDailyNews @ABC7NY @nycgov @4WTC – at World Trade Center Transportation Hub (The Oculus)
2020-06-08 14:47:32+00:00	.@commonwealthsec- Looking forward to @britexpertise session on impact of #COVID19 on #trade in developing countries. Will advocate for concrete and innovative solutions esp for #SIDS small states. #Business as usual will not work. Please join.@tv6tnt @CARICOMorg @oecscommission
2020-06-08 14:33:36+00:00	CoVid-19, Pre- Construction Meeting, Contractors Responsibility and Logistic .. WHAAT ? .. . Entering Phase 200.. #NewYorkTough #Phase1 #Construction #NewYork #workingmoms #COVID19 
2020-06-08 14:14:20+00:00	i’m all for #Phase1 ...but ppl are walking around saying “it’s all over”....no, no , no, put your mask back on &amp; back tf up.. now let me go back to tracing your every move .. #covidnurse #COVID19 #Tracer
2020-06-08 14:11:55+00:00	 #thanks to Ganessa &amp; Andrew @cvspharmacy #UES 86 Steet &amp; 2nd #Gr8 #CustomerService Very patient with my blow up Grinning face #CustomerExperience Please inform #corporate &amp; mgr Sandro Q. #10970 #COVID19 #coronavirus
2020-06-08 13:16:13+00:00	Something I wrote about this moment in global political history. And George Orwell. And authoritarianism. And #COVID19. And human rights. And toads. Thanks to @ECR2P for giving me the space: https://ecr2p.leeds.ac.uk/contemplating-george-orwell-human-rights-and-atrocities-in-a-time-of-covid-19/
2020-06-08 10:57:58+00:00	After nearly three months, Phase 1 for #NYC opening starts today. Stay safe and healthy! #COVID19 #pandemic #QuarentineLife #NJ #june8th #mondaythoughts – at Lincoln Tunnel
2020-06-08 09:50:48+00:00	This is our experience with #multiplemyeloma #mmsm and #COVID19 at @IcahnMountSinai @DOMSinaiNYC @TischCancer. Age, male gender and cardiovascular disease predict hospitalization while non-white race and #mmsm associated hypogammaglobulinemia is associated with mortality.
2020-06-08 09:30:56+00:00	Sign of the Times #FujiXT3 125mm-1/500-ƒ/2.8-ISO250 #JusticeForFloyd #GeorgeFloyd #EricGarner #ICantBreath #SayTheirNames #blacklivesmatter #protest #pandemic #covid19 #GreenwichVillage #WestVillage #photojournalism #streetphotography #Fujifilm #citylife #blackandwhite #bw_people – at Washington Square Park
2020-06-08 09:28:13+00:00	I’ve been up for a few hours , listening to the birds ... as this day , Monday is the day #nyc finally enters #Phase1 #COVID19 #coronavirus
2020-06-08 03:41:51+00:00	It is with great sadness to hear that @NYPDnews Chief of Transportation William T. Morris has passed away from #COVID19. I have known Chief Morris for many years, working closely with him on many different occasions. My condolences go out to his family and loved ones. 
2020-06-08 03:25:32+00:00	GRAND CENTRAL TERMINAL 06/07/2020 11:25 P.M. one last shot of “the calm” before the storm tomorrow!! #NewYorkCity #Reopening #COVID19 – at Grand Central Terminal
2020-06-08 01:40:24+00:00	Although I’ve been following @IBDMD for all his great advice on taking care of colitis patients during #Covid19, I am more excited to talk to him about about taking care of people as we reopen! Colitis/Crohn’s disease? Questions? Let us know!Monday, 8AM ET on @NYUDocs @siriusXM
2020-06-08 01:18:11+00:00	Have you seen patients with delayed STEMI, mechanical complication of ACS, strokes, HF and other delayed cardiac events because of #COVID19? Submit your interesting cases to #JACCCaseReports @JACCJournals @darki_amir @FudimMarat @ersied727 @JeffHsuMD @Cardiobro @DalilaMasic
2020-06-08 23:19:24+00:00	Does anyone know where #COVID19 testing will be in #kewgardens #queens on June 11th? #NovelCoronavirus
2020-06-08 21:49:17+00:00	"""He said it was distributed to 210 individuals through debit cards and direct deposits, but that thousands more are in need."" @Gothamist Our communities still need help Consider donating to our #COVID19 Relief Fund. More info here: "
2020-06-08 20:00:13+00:00	#ConstructionWorkers set for big Monday opening- New York City Department of Buildings today released new #COVID19 safety guidelines for property owners and contractors as 33,556 non-essential construction sites get back to work. - #KeepWorkersSafe
2020-06-08 19:33:52+00:00	Day 1 of #NYC phase 1 reopening. On one side: the line to get #COVID19 PCR and #antibody tests. On the other side of the street: a line to get a #Starbucks fix. #astoria Priorities, huh?
2020-06-08 17:09:39+00:00	We are selling masks from hobokenmasks ! These masks are breathable, antibacterial, anti-UV, and water repellent. #masks #hobokenmasks #covid19 #protectyourself @Joey No-Nuts https://www.instagram.com/p/CBLpUoqDW0t/?igshid=6ttl18yco37j
2020-06-08 16:21:07+00:00	#schoolreopening #2ndwave #coronavirus #COVID19 episodes in the class room 
2020-06-08 16:17:37+00:00	justsayin if you can't help others...then don't hurt them either #looting #LootingForGeorge #mondaythoughts #nyc #nyclooting #usa #usalooting #Trump #Californialooting #stealing #mondsymadness #beaheronotazero #COVID19 #riots @Mattrichetelli – at Roosevelt Island Community Gardens
2020-06-08 15:55:18+00:00	As the City begins to reopen we need to make sure our communities are receiving the help and the resources they need to stay safe amidst this pandemic. We have beaten the curve, now we have to take all proper precautions to make sure #COVID19 does not return again! – at MTA Subway - 181st St (1)
2020-06-08 15:35:30+00:00	Like zero social distancing at ⁦@USPS⁩. Masks under nose. here we come. #nyc #covid19 
2020-06-08 14:54:31+00:00	We have all entered The Twilight Zone #nyc #TwilightZone #usa #COVID19 #riots #virus #Hollywood #nycparking #screenplay #WearAMask #LOL #mondaymadness #toofunny #insaneinthemembrane – at Roosevelt Island
2020-06-08 14:46:59+00:00	The great questions that have arisen from the latest #BlackLivesMatter protests. Nurses &amp; doctors contracted #COVID19 due to the lack of PPE, while police officers have access to paramilitary-style gear. America: let’s align our priorities to our values. 
2020-06-08 14:19:28+00:00	#COVID19 presents a huge challenge to exercising our right to vote, but here in New York, #EarlyVoting is part of the solution.
2020-06-08 13:34:44+00:00	I just spoke to a couple, one has #COVID19 antibodies the other is negative for antibodies or #coronavirus - they sleep in the same bed..so much for #SocialDistancing Its obvious that we have much to learn about how this virus works. 
2020-06-08 13:33:25+00:00	.@SRuhle you just said that we have good news that the economy is heading in the right direction except we are still behind catching up to #COVID19 with this Administration! We need to remain focus &amp; cautious cause we are not out of the woods yet! #ImpeachTrumpAgain
2020-06-08 13:07:22+00:00	@NYGovCuomo said over the weekend that it’s the most effective way to stop the virus as it lasts longer in the air than on surfaces. #COVID19
2020-06-08 12:26:43+00:00	Looking forward to today’s talk on #COVID19 and how to adapt to strategies to reach survivors of #IPV.
2020-06-08 11:31:43+00:00	Why do we have to practice social distancing when we're boarding the plane if they're going to seat us right next to each other anyway? #covid19 #travel
2020-06-08 10:51:46+00:00	Phase One! Please continue to be responsible, respectful, and careful. Glad to be back! #drpuglisi #yourgreenwichvillagedentist #covid19 #phaseone #nyc @Greenwich Village https://www.instagram.com/p/CBK-FDcBld-/?igshid=12pm9i1tx6ehn
2020-06-08 03:25:33+00:00	I know it’s atleast a year away, but I can’t wait to see the documentaries and projects from the pandemic and the protests. #NYC #COVID19 #BlackLivesMatter
2020-06-08 00:05:47+00:00	Another work week ahead and l’m just trying to stay positive. Here’s “DJ Diagno6”... a short lab inspired #DJparody for y’all to at. Have a great week stay safe and make sure to get tested if you feel #covid19… https://www.instagram.com/p/CBJ0FFUj1Gf/?igshid=1775sf262hb9q
2020-06-07 21:55:45+00:00	That is so yesterday’s news and clearly the #DeepState is it at work and have clearly penetrated #FakeNews And who really cares about trying to understand #economics. has spoken and #GeorgeFloyd is looking down from #heaven on our wonderful #economy. #COVID19 what’s that??
2020-06-07 21:51:44+00:00	I discuss #COVID19, #autism, #racism and inclusion on PBTV #London. Thanks PBTV for inviting me to share my voice as an #author. Here's a replay of my bits on the live #TVShow. PART 1: https://www.facebook.com/swati.amar.5/videos/10158807582892792/ PART 2: https://www.facebook.com/swati.amar.5/videos/10158807594547792/ PART 3: https://www.facebook.com/swati.amar.5/videos/10158807619627792/
2020-06-07 21:14:20+00:00	Anyone else sob uncontrollably when you read the newspaper in the morning? #blm #COVID19
